COORDINATE,COUNTRY/PROVINCES,DGUID,GHG EMISSIONS,SECTOR,UOM,UOM_ID,VECTOR,Year
9.118,Saskatchewan,2021A000247,82246,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2016
9.118,Saskatchewan,2021A000247,83194,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2013
9.118,Saskatchewan,2021A000247,86172,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2019
9.118,Saskatchewan,2021A000247,86268,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2014
9.118,Saskatchewan,2021A000247,87151,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2017
9.118,Saskatchewan,2021A000247,87389,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2015
9.118,Saskatchewan,2021A000247,88609,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974292,2018
9.119,Saskatchewan,2021A000247,-1578,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2021
9.119,Saskatchewan,2021A000247,-1464,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2017
9.119,Saskatchewan,2021A000247,-1448,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2018
9.119,Saskatchewan,2021A000247,-1407,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2020
9.119,Saskatchewan,2021A000247,-1407,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2023
9.119,Saskatchewan,2021A000247,-1285,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2022
9.119,Saskatchewan,2021A000247,-1274,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2013
9.119,Saskatchewan,2021A000247,-1189,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2015
9.119,Saskatchewan,2021A000247,-1087,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2014
9.119,Saskatchewan,2021A000247,-931,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2016
9.119,Saskatchewan,2021A000247,-856,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974293,2019
9.2,Saskatchewan,2021A000247,70313,"Total, industries",Kilotonnes,198,v1013974178,2023
9.2,Saskatchewan,2021A000247,70327,"Total, industries",Kilotonnes,198,v1013974178,2020
9.2,Saskatchewan,2021A000247,71081,"Total, industries",Kilotonnes,198,v1013974178,2022
9.2,Saskatchewan,2021A000247,72600,"Total, industries",Kilotonnes,198,v1013974178,2021
9.2,Saskatchewan,2021A000247,77116,"Total, industries",Kilotonnes,198,v1013974178,2016
9.2,Saskatchewan,2021A000247,77987,"Total, industries",Kilotonnes,198,v1013974178,2013
9.2,Saskatchewan,2021A000247,80459,"Total, industries",Kilotonnes,198,v1013974178,2019
9.2,Saskatchewan,2021A000247,81254,"Total, industries",Kilotonnes,198,v1013974178,2014
9.2,Saskatchewan,2021A000247,82300,"Total, industries",Kilotonnes,198,v1013974178,2017
9.2,Saskatchewan,2021A000247,82510,"Total, industries",Kilotonnes,198,v1013974178,2015
9.2,Saskatchewan,2021A000247,83592,"Total, industries",Kilotonnes,198,v1013974178,2018
10.1,Alberta,2021A000248,271006,"Total, industries and households",Kilotonnes,198,v1013974302,2020
10.1,Alberta,2021A000248,271415,"Total, industries and households",Kilotonnes,198,v1013974302,2023
10.1,Alberta,2021A000248,273636,"Total, industries and households",Kilotonnes,198,v1013974302,2022
10.1,Alberta,2021A000248,275547,"Total, industries and households",Kilotonnes,198,v1013974302,2021
10.1,Alberta,2021A000248,278406,"Total, industries and households",Kilotonnes,198,v1013974302,2016
10.1,Alberta,2021A000248,291330,"Total, industries and households",Kilotonnes,198,v1013974302,2017
10.1,Alberta,2021A000248,291567,"Total, industries and households",Kilotonnes,198,v1013974302,2018
10.1,Alberta,2021A000248,292346,"Total, industries and households",Kilotonnes,198,v1013974302,2019
10.1,Alberta,2021A000248,295870,"Total, industries and households",Kilotonnes,198,v1013974302,2015
10.1,Alberta,2021A000248,300770,"Total, industries and households",Kilotonnes,198,v1013974302,2013
10.1,Alberta,2021A000248,303757,"Total, industries and households",Kilotonnes,198,v1013974302,2014
10.115,Alberta,2021A000248,16776,"Total, households",Kilotonnes,198,v1013974414,2023
10.115,Alberta,2021A000248,16904,"Total, households",Kilotonnes,198,v1013974414,2021
10.115,Alberta,2021A000248,17296,"Total, households",Kilotonnes,198,v1013974414,2022
10.115,Alberta,2021A000248,17700,"Total, households",Kilotonnes,198,v1013974414,2020
10.115,Alberta,2021A000248,18701,"Total, households",Kilotonnes,198,v1013974414,2015
10.115,Alberta,2021A000248,18910,"Total, households",Kilotonnes,198,v1013974414,2016
10.115,Alberta,2021A000248,19764,"Total, households",Kilotonnes,198,v1013974414,2017
10.115,Alberta,2021A000248,19843,"Total, households",Kilotonnes,198,v1013974414,2013
10.115,Alberta,2021A000248,19976,"Total, households",Kilotonnes,198,v1013974414,2014
10.115,Alberta,2021A000248,20479,"Total, households",Kilotonnes,198,v1013974414,2018
10.115,Alberta,2021A000248,20496,"Total, households",Kilotonnes,198,v1013974414,2019
10.118,Alberta,2021A000248,263376,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2023
10.118,Alberta,2021A000248,265467,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2022
10.118,Alberta,2021A000248,266044,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2020
10.118,Alberta,2021A000248,268489,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2021
10.118,Alberta,2021A000248,274452,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2016
10.118,Alberta,2021A000248,282886,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2018
10.118,Alberta,2021A000248,284376,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2017
10.118,Alberta,2021A000248,284600,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2019
10.118,Alberta,2021A000248,288518,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2015
10.118,Alberta,2021A000248,291477,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2013
10.118,Alberta,2021A000248,293637,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974417,2014
10.119,Alberta,2021A000248,-10120,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2014
10.119,Alberta,2021A000248,-9294,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2013
10.119,Alberta,2021A000248,-8681,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2018
10.119,Alberta,2021A000248,-8169,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2022
10.119,Alberta,2021A000248,-8039,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2023
10.119,Alberta,2021A000248,-7746,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2019
10.119,Alberta,2021A000248,-7351,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2015
10.119,Alberta,2021A000248,-7059,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2021
10.119,Alberta,2021A000248,-6954,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2017
10.119,Alberta,2021A000248,-4962,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2020
10.119,Alberta,2021A000248,-3954,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974418,2016
10.2,Alberta,2021A000248,253305,"Total, industries",Kilotonnes,198,v1013974303,2020
10.2,Alberta,2021A000248,254639,"Total, industries",Kilotonnes,198,v1013974303,2023
10.2,Alberta,2021A000248,256340,"Total, industries",Kilotonnes,198,v1013974303,2022
10.2,Alberta,2021A000248,258644,"Total, industries",Kilotonnes,198,v1013974303,2021
10.2,Alberta,2021A000248,259496,"Total, industries",Kilotonnes,198,v1013974303,2016
10.2,Alberta,2021A000248,271089,"Total, industries",Kilotonnes,198,v1013974303,2018
10.2,Alberta,2021A000248,271566,"Total, industries",Kilotonnes,198,v1013974303,2017
10.2,Alberta,2021A000248,271850,"Total, industries",Kilotonnes,198,v1013974303,2019
10.2,Alberta,2021A000248,277169,"Total, industries",Kilotonnes,198,v1013974303,2015
10.2,Alberta,2021A000248,280927,"Total, industries",Kilotonnes,198,v1013974303,2013
10.2,Alberta,2021A000248,283780,"Total, industries",Kilotonnes,198,v1013974303,2014
11.1,British Columbia,2021A000259,73431,"Total, industries and households",Kilotonnes,198,v1013974427,2020
11.1,British Columbia,2021A000259,73462,"Total, industries and households",Kilotonnes,198,v1013974427,2023
11.1,British Columbia,2021A000259,76149,"Total, industries and households",Kilotonnes,198,v1013974427,2021
11.1,British Columbia,2021A000259,76511,"Total, industries and households",Kilotonnes,198,v1013974427,2022
11.1,British Columbia,2021A000259,81896,"Total, industries and households",Kilotonnes,198,v1013974427,2013
11.1,British Columbia,2021A000259,82415,"Total, industries and households",Kilotonnes,198,v1013974427,2019
11.1,British Columbia,2021A000259,82434,"Total, industries and households",Kilotonnes,198,v1013974427,2014
11.1,British Columbia,2021A000259,82596,"Total, industries and households",Kilotonnes,198,v1013974427,2016
11.1,British Columbia,2021A000259,82906,"Total, industries and households",Kilotonnes,198,v1013974427,2015
11.1,British Columbia,2021A000259,83508,"Total, industries and households",Kilotonnes,198,v1013974427,2017
11.1,British Columbia,2021A000259,84269,"Total, industries and households",Kilotonnes,198,v1013974427,2018
11.115,British Columbia,2021A000259,12591,"Total, households",Kilotonnes,198,v1013974539,2023
11.115,British Columbia,2021A000259,12884,"Total, households",Kilotonnes,198,v1013974539,2014
11.115,British Columbia,2021A000259,12915,"Total, households",Kilotonnes,198,v1013974539,2020
11.115,British Columbia,2021A000259,13048,"Total, households",Kilotonnes,198,v1013974539,2021
11.115,British Columbia,2021A000259,13078,"Total, households",Kilotonnes,198,v1013974539,2015
11.115,British Columbia,2021A000259,13102,"Total, households",Kilotonnes,198,v1013974539,2013
11.115,British Columbia,2021A000259,13260,"Total, households",Kilotonnes,198,v1013974539,2022
11.115,British Columbia,2021A000259,13749,"Total, households",Kilotonnes,198,v1013974539,2016
11.115,British Columbia,2021A000259,14382,"Total, households",Kilotonnes,198,v1013974539,2019
11.115,British Columbia,2021A000259,14393,"Total, households",Kilotonnes,198,v1013974539,2018
11.115,British Columbia,2021A000259,14509,"Total, households",Kilotonnes,198,v1013974539,2017
11.118,British Columbia,2021A000259,59086,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2020
11.118,British Columbia,2021A000259,59725,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2015
11.118,British Columbia,2021A000259,60407,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2014
11.118,British Columbia,2021A000259,60418,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2023
11.118,British Columbia,2021A000259,60588,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2021
11.118,British Columbia,2021A000259,60858,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2013
11.118,British Columbia,2021A000259,61537,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2022
11.118,British Columbia,2021A000259,61608,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2016
11.118,British Columbia,2021A000259,62552,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2017
11.118,British Columbia,2021A000259,63289,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2019
11.118,British Columbia,2021A000259,64503,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974542,2018
11.119,British Columbia,2021A000259,-23181,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2015
11.119,British Columbia,2021A000259,-22027,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2014
11.119,British Columbia,2021A000259,-21037,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2013
11.119,British Columbia,2021A000259,-20988,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2016
11.119,British Columbia,2021A000259,-20956,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2017
11.119,British Columbia,2021A000259,-19766,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2018
11.119,British Columbia,2021A000259,-19126,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2019
11.119,British Columbia,2021A000259,-15561,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2021
11.119,British Columbia,2021A000259,-14975,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2022
11.119,British Columbia,2021A000259,-14345,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2020
11.119,British Columbia,2021A000259,-13044,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974543,2023
11.2,British Columbia,2021A000259,60516,"Total, industries",Kilotonnes,198,v1013974428,2020
11.2,British Columbia,2021A000259,60871,"Total, industries",Kilotonnes,198,v1013974428,2023
11.2,British Columbia,2021A000259,63101,"Total, industries",Kilotonnes,198,v1013974428,2021
11.2,British Columbia,2021A000259,63252,"Total, industries",Kilotonnes,198,v1013974428,2022
11.2,British Columbia,2021A000259,68033,"Total, industries",Kilotonnes,198,v1013974428,2019
11.2,British Columbia,2021A000259,68794,"Total, industries",Kilotonnes,198,v1013974428,2013
11.2,British Columbia,2021A000259,68847,"Total, industries",Kilotonnes,198,v1013974428,2016
11.2,British Columbia,2021A000259,68999,"Total, industries",Kilotonnes,198,v1013974428,2017
11.2,British Columbia,2021A000259,69550,"Total, industries",Kilotonnes,198,v1013974428,2014
11.2,British Columbia,2021A000259,69828,"Total, industries",Kilotonnes,198,v1013974428,2015
11.2,British Columbia,2021A000259,69875,"Total, industries",Kilotonnes,198,v1013974428,2018
12.1,Yukon,2021A000260,484,"Total, industries and households",Kilotonnes,198,v1013974552,2014
12.1,Yukon,2021A000260,517,"Total, industries and households",Kilotonnes,198,v1013974552,2015
12.1,Yukon,2021A000260,518,"Total, industries and households",Kilotonnes,198,v1013974552,2016
12.1,Yukon,2021A000260,549,"Total, industries and households",Kilotonnes,198,v1013974552,2017
12.1,Yukon,2021A000260,565,"Total, industries and households",Kilotonnes,198,v1013974552,2020
12.1,Yukon,2021A000260,610,"Total, industries and households",Kilotonnes,198,v1013974552,2022
12.1,Yukon,2021A000260,616,"Total, industries and households",Kilotonnes,198,v1013974552,2018
12.1,Yukon,2021A000260,627,"Total, industries and households",Kilotonnes,198,v1013974552,2013
12.1,Yukon,2021A000260,627,"Total, industries and households",Kilotonnes,198,v1013974552,2021
12.1,Yukon,2021A000260,629,"Total, industries and households",Kilotonnes,198,v1013974552,2023
12.1,Yukon,2021A000260,658,"Total, industries and households",Kilotonnes,198,v1013974552,2019
12.115,Yukon,2021A000260,91,"Total, households",Kilotonnes,198,v1013974664,2021
12.115,Yukon,2021A000260,103,"Total, households",Kilotonnes,198,v1013974664,2022
12.115,Yukon,2021A000260,104,"Total, households",Kilotonnes,198,v1013974664,2023
12.115,Yukon,2021A000260,123,"Total, households",Kilotonnes,198,v1013974664,2014
12.115,Yukon,2021A000260,126,"Total, households",Kilotonnes,198,v1013974664,2016
12.115,Yukon,2021A000260,127,"Total, households",Kilotonnes,198,v1013974664,2015
12.115,Yukon,2021A000260,137,"Total, households",Kilotonnes,198,v1013974664,2017
12.115,Yukon,2021A000260,138,"Total, households",Kilotonnes,198,v1013974664,2020
12.115,Yukon,2021A000260,144,"Total, households",Kilotonnes,198,v1013974664,2013
12.115,Yukon,2021A000260,146,"Total, households",Kilotonnes,198,v1013974664,2018
12.115,Yukon,2021A000260,159,"Total, households",Kilotonnes,198,v1013974664,2019
12.118,Yukon,2021A000260,502,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2014
12.118,Yukon,2021A000260,529,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2016
12.118,Yukon,2021A000260,531,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2015
12.118,Yukon,2021A000260,564,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2017
12.118,Yukon,2021A000260,593,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2020
12.118,Yukon,2021A000260,601,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2013
12.118,Yukon,2021A000260,644,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2018
12.118,Yukon,2021A000260,647,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2021
12.118,Yukon,2021A000260,660,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2022
12.118,Yukon,2021A000260,674,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2023
12.118,Yukon,2021A000260,689,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974667,2019
12.119,Yukon,2021A000260,-26,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2013
12.119,Yukon,2021A000260,10,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2016
12.119,Yukon,2021A000260,14,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2015
12.119,Yukon,2021A000260,16,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2017
12.119,Yukon,2021A000260,18,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2014
12.119,Yukon,2021A000260,20,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2021
12.119,Yukon,2021A000260,27,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2018
12.119,Yukon,2021A000260,28,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2020
12.119,Yukon,2021A000260,31,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2019
12.119,Yukon,2021A000260,45,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2023
12.119,Yukon,2021A000260,50,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974668,2022
12.2,Yukon,2021A000260,361,"Total, industries",Kilotonnes,198,v1013974553,2014
12.2,Yukon,2021A000260,390,"Total, industries",Kilotonnes,198,v1013974553,2015
12.2,Yukon,2021A000260,392,"Total, industries",Kilotonnes,198,v1013974553,2016
12.2,Yukon,2021A000260,412,"Total, industries",Kilotonnes,198,v1013974553,2017
12.2,Yukon,2021A000260,427,"Total, industries",Kilotonnes,198,v1013974553,2020
12.2,Yukon,2021A000260,470,"Total, industries",Kilotonnes,198,v1013974553,2018
12.2,Yukon,2021A000260,484,"Total, industries",Kilotonnes,198,v1013974553,2013
12.2,Yukon,2021A000260,499,"Total, industries",Kilotonnes,198,v1013974553,2019
12.2,Yukon,2021A000260,507,"Total, industries",Kilotonnes,198,v1013974553,2022
12.2,Yukon,2021A000260,525,"Total, industries",Kilotonnes,198,v1013974553,2023
12.2,Yukon,2021A000260,536,"Total, industries",Kilotonnes,198,v1013974553,2021
13.1,Northwest Territories,2021A000261,1539,"Total, industries and households",Kilotonnes,198,v1013974677,2020
13.1,Northwest Territories,2021A000261,1640,"Total, industries and households",Kilotonnes,198,v1013974677,2021
13.1,Northwest Territories,2021A000261,1708,"Total, industries and households",Kilotonnes,198,v1013974677,2022
13.1,Northwest Territories,2021A000261,1720,"Total, industries and households",Kilotonnes,198,v1013974677,2023
13.1,Northwest Territories,2021A000261,1851,"Total, industries and households",Kilotonnes,198,v1013974677,2016
13.1,Northwest Territories,2021A000261,1891,"Total, industries and households",Kilotonnes,198,v1013974677,2019
13.1,Northwest Territories,2021A000261,1960,"Total, industries and households",Kilotonnes,198,v1013974677,2018
13.1,Northwest Territories,2021A000261,2013,"Total, industries and households",Kilotonnes,198,v1013974677,2017
13.1,Northwest Territories,2021A000261,2076,"Total, industries and households",Kilotonnes,198,v1013974677,2013
13.1,Northwest Territories,2021A000261,2122,"Total, industries and households",Kilotonnes,198,v1013974677,2015
13.1,Northwest Territories,2021A000261,2137,"Total, industries and households",Kilotonnes,198,v1013974677,2014
13.115,Northwest Territories,2021A000261,112,"Total, households",Kilotonnes,198,v1013974789,2023
13.115,Northwest Territories,2021A000261,116,"Total, households",Kilotonnes,198,v1013974789,2021
13.115,Northwest Territories,2021A000261,123,"Total, households",Kilotonnes,198,v1013974789,2020
13.115,Northwest Territories,2021A000261,123,"Total, households",Kilotonnes,198,v1013974789,2022
13.115,Northwest Territories,2021A000261,129,"Total, households",Kilotonnes,198,v1013974789,2017
13.115,Northwest Territories,2021A000261,136,"Total, households",Kilotonnes,198,v1013974789,2018
13.115,Northwest Territories,2021A000261,142,"Total, households",Kilotonnes,198,v1013974789,2019
13.115,Northwest Territories,2021A000261,150,"Total, households",Kilotonnes,198,v1013974789,2013
13.115,Northwest Territories,2021A000261,150,"Total, households",Kilotonnes,198,v1013974789,2016
13.115,Northwest Territories,2021A000261,176,"Total, households",Kilotonnes,198,v1013974789,2014
13.115,Northwest Territories,2021A000261,177,"Total, households",Kilotonnes,198,v1013974789,2015
13.118,Northwest Territories,2021A000261,1217,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2020
13.118,Northwest Territories,2021A000261,1283,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2021
13.118,Northwest Territories,2021A000261,1310,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2016
13.118,Northwest Territories,2021A000261,1353,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2022
13.118,Northwest Territories,2021A000261,1360,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2023
13.118,Northwest Territories,2021A000261,1408,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2017
13.118,Northwest Territories,2021A000261,1421,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2019
13.118,Northwest Territories,2021A000261,1427,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2018
13.118,Northwest Territories,2021A000261,1546,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2014
13.118,Northwest Territories,2021A000261,1577,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2013
13.118,Northwest Territories,2021A000261,1579,"Total, United Nations Framework Convention on Climate Change (UNFCCC), Canada's submission",Kilotonnes,198,v1013974792,2015
13.119,Northwest Territories,2021A000261,-605,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974793,2017
13.119,Northwest Territories,2021A000261,-591,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974793,2014
13.119,Northwest Territories,2021A000261,-543,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974793,2015
13.119,Northwest Territories,2021A000261,-541,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974793,2016
13.119,Northwest Territories,2021A000261,-532,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974793,2018
13.119,Northwest Territories,2021A000261,-499,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974793,2013
13.119,Northwest Territories,2021A000261,-471,"Total, Reconciliation with Canada's submission to the United Nations Framework Convention on Climate Change (UNFCCC)",Kilotonnes,198,v1013974793,2019
