station_id,hw_group,start_date,end_date,duration_days,mean_anomaly,max_anomaly
8100467,3451,2011-03-11,2011-03-13,3,5.913978494623656,7.783870967741935
8100467,3453,2011-03-16,2011-03-18,3,4.948781362007169,7.041935483870968
8100467,3463,2011-04-23,2011-04-26,4,2.733064516129032,3.2258064516129035
8100467,3489,2011-09-23,2011-09-26,4,4.072553763440862,6.500000000000002
8100467,3493,2011-10-08,2011-10-10,3,6.29068100358423,11.429032258064517
8100467,3495,2011-10-14,2011-10-16,3,4.102150537634409,5.980645161290322
8100467,3497,2011-10-21,2011-10-23,3,2.8516129032258064,3.461290322580644
8100467,3501,2011-11-08,2011-11-11,4,4.29758064516129,5.432258064516129
8100467,3503,2011-11-13,2011-11-17,5,4.906430107526882,7.709677419354838
8100467,3513,2011-12-04,2011-12-09,6,4.395179211469534,9.226666666666667
8100467,3543,2012-02-22,2012-02-25,4,4.745967741935484,6.174193548387097
8100467,3549,2012-03-17,2012-03-24,8,7.627822580645161,13.780645161290323
8100467,3559,2012-04-24,2012-04-26,3,4.668817204301075,5.522580645161291
8100467,3563,2012-05-15,2012-05-17,3,3.904301075268817,4.329032258064517
8100467,3577,2012-06-29,2012-07-01,3,2.8516129032258064,3.429032258064513
8100467,3611,2012-10-28,2012-11-03,7,4.693502304147466,7.299999999999999
8100467,3623,2012-12-17,2012-12-19,3,3.352688172043011,3.941935483870968
8100467,3639,2013-02-10,2013-02-21,12,4.83494623655914,7.822580645161291
8100467,3641,2013-02-28,2013-03-06,7,5.613824884792627,7.161290322580645
8100467,3643,2013-03-09,2013-03-14,6,5.722437275985663,9.183870967741935
8100467,3655,2013-05-05,2013-05-10,6,5.928100358422939,9.003225806451612
8100467,3667,2013-07-04,2013-07-07,4,5.899193548387097,7.977419354838709
8100467,3707,2014-01-12,2014-01-19,8,8.11138440860215,11.364516129032259
8100467,3715,2014-02-19,2014-02-22,4,4.933870967741935,9.593548387096774
8100467,3727,2014-05-15,2014-05-18,4,6.5690591397849465,11.329032258064519
8100467,3737,2014-06-29,2014-07-04,6,5.960215053763439,8.832258064516125
8100467,3739,2014-07-07,2014-07-09,3,3.608602150537634,4.380645161290321
8100467,3749,2014-08-25,2014-08-27,3,3.551612903225807,4.148387096774194
8100467,3751,2014-09-03,2014-09-06,4,3.681451612903226,3.954838709677418
8100467,3755,2014-09-25,2014-09-28,4,3.6274193548387097,4.638709677419355
8100467,3765,2014-11-24,2014-11-26,3,6.423655913978494,9.603225806451613
8100467,3767,2014-12-10,2014-12-14,5,4.260688172043011,5.35483870967742
8100467,3771,2014-12-23,2014-12-28,6,4.9430107526881715,10.119354838709677
8100467,3795,2015-05-25,2015-05-28,4,5.585000000000001,8.070000000000002
8100467,3807,2015-08-15,2015-08-18,4,3.379032258064517,5.816129032258068
8100467,3811,2015-08-25,2015-08-27,3,2.8182795698924727,3.048387096774192
8100467,3813,2015-08-29,2015-08-31,3,3.004301075268818,3.1161290322580655
8100467,3819,2015-09-15,2015-09-20,6,4.089247311827957,7.429032258064513
8100467,3837,2015-11-12,2015-11-14,3,2.9591397849462364,3.8129032258064512
8100467,3839,2015-11-20,2015-11-22,3,4.412903225806452,6.732258064516129
8100467,3843,2015-12-05,2015-12-19,15,4.4025591397849455,8.95483870967742
8100467,3845,2015-12-23,2015-12-26,4,6.543548387096774,8.719354838709677
8100467,3847,2015-12-31,2016-01-03,4,2.9806451612903224,4.412903225806452
8100467,3851,2016-01-09,2016-01-11,3,3.9032258064516134,5.058064516129032
8100467,3855,2016-01-20,2016-01-22,3,3.0219873934000745,3.4724137931034473
8100467,3859,2016-01-29,2016-02-01,4,7.631451612903226,11.212903225806453
8100467,3867,2016-02-16,2016-02-18,3,5.090322580645161,9.958064516129031
8100467,3877,2016-03-31,2016-04-02,3,5.729892473118279,7.509677419354839
8100467,3889,2016-05-23,2016-05-25,3,4.3711111111111105,6.573333333333334
8100467,3893,2016-06-18,2016-06-20,3,4.858064516129033,6.906451612903226
8100467,3895,2016-06-25,2016-06-28,4,3.7643817204301087,4.967741935483872
8100467,3905,2016-08-24,2016-08-26,3,3.45268817204301,4.2483870967741915
8100467,3909,2016-09-05,2016-09-07,3,4.723655913978494,7.967741935483868
8100467,3919,2016-10-07,2016-10-09,3,4.795232974910394,6.323333333333332
8100467,3923,2016-10-17,2016-10-22,6,3.045878136200717,4.580645161290323
8100467,3927,2016-11-13,2016-11-21,9,4.721851851851852,6.619354838709677
8100467,3947,2017-01-20,2017-01-23,4,5.026490545050056,7.35483870967742
8100467,3949,2017-01-25,2017-01-30,6,6.172043010752688,9.796774193548387
8100467,3951,2017-02-13,2017-02-19,7,3.679723502304148,4.458064516129032
8100467,3953,2017-02-22,2017-02-27,6,6.331182795698925,9.674193548387098
8100467,3961,2017-04-07,2017-04-11,5,3.4025235446792736,4.417241379310345
8100467,3975,2017-06-08,2017-06-11,4,4.096774193548387,5.690322580645162
8100467,3979,2017-06-18,2017-06-21,4,5.301612903225806,6.851612903225806
8100467,3993,2017-08-21,2017-08-23,3,2.8860215053763434,3.14193548387097
8100467,4005,2017-10-08,2017-10-10,3,7.324014336917563,8.129032258064516
8100467,4007,2017-10-14,2017-10-16,3,3.9021505376344083,4.412903225806451
8100467,4011,2017-10-24,2017-10-31,8,5.490282258064517,9.92258064516129
8100467,4023,2017-12-05,2017-12-07,3,3.4977777777777774,4.84
8100467,4029,2018-01-11,2018-01-13,3,9.474193548387097,15.364516129032259
8100467,4045,2018-02-14,2018-02-16,3,3.1505376344086025,3.3322580645161297
8100467,4053,2018-03-01,2018-03-10,10,4.427989247311828,6.0612903225806445
8100467,4059,2018-04-23,2018-04-28,6,4.241935483870968,5.85483870967742
8100467,4075,2018-07-03,2018-07-05,3,4.050537634408602,4.951612903225804
8100467,4081,2018-07-21,2018-07-28,8,4.067096774193548,7.040000000000003
8100467,4083,2018-07-31,2018-08-03,4,3.0903225806451617,3.7548387096774185
8100467,4087,2018-08-13,2018-08-15,3,3.9870967741935495,4.190322580645162
8100467,4089,2018-08-25,2018-08-29,5,3.106451612903227,4.248387096774195
8100467,4095,2018-09-13,2018-09-17,5,4.100795698924732,7.138709677419357
8100467,4125,2019-03-14,2019-03-16,3,4.192867383512545,6.122580645161291
8100467,4147,2019-07-27,2019-07-31,5,3.6601075268817196,4.8741935483870975
8100467,4149,2019-08-20,2019-08-22,3,3.658064516129032,4.058064516129033
8100467,4169,2019-10-30,2019-11-01,3,5.964408602150537,6.703225806451614
8100467,4185,2019-12-31,2020-01-05,6,5.45268817204301,7.587096774193548
8100467,4197,2020-02-02,2020-02-04,3,5.258064516129033,6.887096774193548
8100467,4203,2020-02-25,2020-02-27,3,4.638709677419354,6.112903225806451
8100467,4205,2020-03-03,2020-03-05,3,5.817204301075269,7.161290322580645
8100467,4229,2020-05-28,2020-05-30,3,10.195376344086021,14.82258064516129
8100467,4235,2020-06-16,2020-06-19,4,6.1193548387096754,10.716129032258063
8100467,4237,2020-06-22,2020-06-28,7,4.334024577572966,6.638709677419357
8100467,4251,2020-08-08,2020-08-13,6,3.3831003584229395,4.054838709677419
8100467,4257,2020-09-27,2020-10-01,5,6.449827956989248,9.19677419354839
8100467,4267,2020-11-09,2020-11-12,4,8.84032258064516,12.22258064516129
8100467,4273,2020-12-01,2020-12-13,13,4.265037220843673,9.309677419354838
8100467,4283,2021-01-02,2021-01-09,8,4.956854838709678,6.387096774193548
8100467,4285,2021-01-13,2021-01-18,6,4.392598566308243,8.667741935483871
8100467,4287,2021-01-23,2021-01-28,6,5.764193548387097,8.796774193548387
8100467,4291,2021-02-02,2021-02-08,7,6.246082949308756,8.509677419354839
