NAPS_ID,Station_Name,Status,Location_Address,City,Province/Territory,Postal_Code,Timezone_UTC,Latitude,Longitude,Elevation_m,Start_Date,End_Date
63601,LONGWOODS CONS. AUTHORITY,1,LONGWOODS CONS. AUTHORITY,LONGWOODS,ONTARIO,N0L,-5,42.88333,-81.48333,240,2/18/1988,
63701,GRAND BEND - POINT BLAKE CONSERVATION AUTHORITY,1,POINT BLAKE CONSERVATION AREA,GRAND BEND,ONTARIO,N0M 1T0,-5,43.33318611,-81.74282222,185,1/1/1993,
63801,NANTICOKE - NANTICOKE VILLAGE,0,RAINHAM RD (NEAR STELCO GATE),NANTICOKE,ONTARIO,,-5,42.81667,-80.08333,185,1/13/1993,5/8/1994
63802,NANTICOKE - SOUTH WALPOLE,0,"WALPOLE S. PS, SANDUSK RD.",NANTICOKE,ONTARIO,,-5,42.83333,-80.03333,190,1/25/1993,5/9/1994
63901,CLOUD RIVER,0,CLOUD RIVER,CLOUD RIVER,ONTARIO,,-5,48.15,-89.45,274,1/1/1993,7/26/1996
64001,EXPERIMENTAL LAKES AREA,1,EXP. LAKES AREA,EXP. LAKES AREA,ONTARIO,,-6,49.66389,-93.72111,369,5/9/1988,
64101,ALGOMA,0,ALGOMA,ALGOMA,ONTARIO,,-5,47.03361,-84.37889,411,5/17/1988,5/8/2024
64102,SEARCHMONT,1,103 SEARCHMONT RESORT ROAD,SEARCHMONT,ONTARIO,P0S 1J0,-5,46.765945,-84.033624,418,12/7/2023,
64201,CHALK RIVER,0,CHALK RIVER,CHALK RIVER,ONTARIO,,-5,46.06278,-77.40472,184,5/17/1988,4/23/1997
64301,LONGWOODS,0,LONGWOODS,LONGWOODS,ONTARIO,,-5,42.88472,-81.48056,239,5/6/1988,5/31/1990
64401,EGBERT,1,EGBERT,EGBERT,ONTARIO,L0L 1N0,-5,44.23106,-79.7831,253,7/26/1988,
64501,FORT FRANCES - PORTAGE/ CHRUCH ST.,0,PORTAGE/CHURCH ST.,FORT FRANCES,ONTARIO,,-6,48.61667,-93.4,340,7/26/1993,12/31/1996
64502,FORT FRANCES - ROBERT MOORE P.S.,0,ARMIT AVE. & FORTH ST. E.,FORT FRANCES,ONTARIO,,-6,48.63333,-93.38333,342,1/7/1997,12/31/2000
64601,PT. PETRE,0,PT. PETRE,PT. PETRE,ONTARIO,,-5,43.839897,-77.155138,74,8/25/1996,7/2/2011
64701,WASAGA BEACH,0,1385 RIVER ROAD,WASAGA BEACH,ONTARIO,,-5,44.564645,-79.99407,175,6/9/2000,9/29/2000
65001,BARRIE - OLD PUC,1,83 PERRY STREET,BARRIE,ONTARIO,L4N 2G4,-5,44.38231389,-79.70243056,226,12/1/2001,
65101,NEWMARKET - EAGLE ST. & MCAFFREY RD.,1,EAGLE ST. & McCAFFREY RD.,NEWMARKET,ONTARIO,L3X 1K3,-5,44.04431,-79.48325,268,6/1/2001,
65201,PARRY SOUND - 7 BAY ST.,1,7 BAY STREET,PARRY SOUND,ONTARIO,P2A 1S4,-5,45.33786,-80.03817,176,4/1/2001,
65301,PORT STANLEY - ELGIN WATER TREATMENT PLANT,1,43665 DEXTER LINE,PORT STANLEY,ONTARIO,N0L 2L0,-5,42.67208,-81.16289,212,6/5/2002,
65401,BELLEVILLE - WATER TREATMENT PLANT,1,2 SIDNEY STREET,BELLEVILLE,ONTARIO,K8P 3Y7,-5,44.15053,-77.3955,75,8/1/2002,
65501,BURNT ISLAND,0,BURNT ISLAND,BURNT ISLAND,ONTARIO,,-5,45.8081,-82.9508,182,9/18/2003,6/8/2011
65601,ESSEX - 360 FAIRVIEW AVE. W.,0,360 FAIRVIEW AVE. W.,ESSEX,ONTARIO,N8M 1Y6,-5,42.16,-82.83333,193,10/24/2003,12/31/2008
65701,MORRISBURG - COUNTY RD. 2,0,COUNTY RD.2 / MORRISGURG WATER TOWER,MORRISBURG,ONTARIO,K0C 1X0,-5,44.89975,-75.18994,69,1/1/2005,12/31/2014
65801,CHATHAM - 435 GRAND AVENUE W.,1,435 GRAND AVENUE W.,CHATHAM,ONTARIO,N7L 3Z4,-5,42.40369,-82.20831,179,1/1/2005,
65901,PICKLE LAKE,1,PICKLE LAKE,PICKLE LAKE,ONTARIO,,-5,51.44814,-90.21786,393,3/9/2006,
66001,FRASERDALE,0,FRASERDALE,FRASERDALE,ONTARIO,,-5,49.88333,-81.56666,167,1/27/2005,7/27/2007
66101,BONNER LAKE,1,BONNER LAKE,MOONBEAM,ONTARIO,P0L 1V0,-5,49.386389,-82.121389,245,11/8/2006,
66201,PETAWAWA - 1227 CLOUTHIER RD.,0,"PETAWA FOREST RESERVE FACILITIES, 1227 CLOUTHIER RD",PETAWAWA,ONTARIO,K0J 1J0,-5,45.996722,-77.441194,174,1/1/2007,1/1/2022
67001,MILTON - 1120 MAIN ST EAST,1,1120 MAIN ST EAST,MILTON,ONTARIO,L9T 6H7,-5,43.52965,-79.862449,206,1/1/2019,
70101,270 OSBORNE STREET,0,270 OSBORNE STREET,WINNIPEG,MANITOBA,R3C 1V7,-6,49.87381,-97.14167,227,1/1/1974,12/20/1977
70102,PORTAGE & WOODLAWN,0,PORTAGE & WOODLAWN,WINNIPEG,MANITOBA,R3J 0L3,-6,49.87778,-97.23333,232,1/1/1974,2/7/1980
70103,HARTFORD & MAIN,0,HARTFORD & MAIN,WINNIPEG,MANITOBA,R2V 0W3,-6,49.93639,-97.11775,236,1/4/1974,1/15/1976
70104,UNION STOCK YARDS,0,UNION STOCK YARDS,WINNIPEG,MANITOBA,R2J 0K4,-6,49.88,-97.08556,226,1/1/1974,9/24/1979
70118,SCOTIA,1,299 SCOTIA ST.,WINNIPEG,MANITOBA,R2V 1W3,-6,49.93207,-97.11317,227,1/24/1976,
70119,ELLEN,1,65 ELLEN STREET,WINNIPEG,MANITOBA,R3A 0Z8,-6,49.89799,-97.14653,229,1/24/1978,
70121,301 WESTON STREET,0,301 Weston,WINNIPEG,MANITOBA,R3E 3H4,-6,49.8,-97.1,227,1/21/1995,3/7/1995
70201,11TH ST. & PRINCESS AVE.,0,11TH ST. & PRINCESS AVE.,BRANDON,MANITOBA,R7A 0P9,-6,49.84693,-99.95258,379,2/19/1974,2/28/1978
70202,12TH ST. & HILL AVE.,0,12TH ST. & HILL AVE.,BRANDON,MANITOBA,,-6,49.83187,-99.95402,388,3/1/1978,9/14/1979
70203,BRANDON,1,1430 VICTORIA AVENUE EAST (Assiniboine Community College),BRANDON,MANITOBA,R7A 2A9,-6,49.83918,-99.9206,385,1/1/1987,
70301,FLIN FLON,1,143 MAIN STREET,FLIN FLON,MANITOBA,R8A 1K2,-6,54.76852,-101.87747,339,1/1/2002,
70501,THOMPSON WESTWOOD,0,48 THOMPSON DRIVE N,THOMPSON,MANITOBA,R8N 0C5,-6,55.74719,-97.87353,205,1/1/2011,6/23/2020
80108,REGINA - 12TH,0,12TH AVENUE & SMITH ST.,REGINA,SASKATCHEWAN,,-6,50.39889,-104.61389,577,1/1/1974,6/1/1978
80109,REGINA - 1620 ALBERT,0,1620 ALBERT STREET,REGINA,SASKATCHEWAN,S4P 2S6,-6,50.45306,-104.61778,584,6/5/1978,6/25/1986
80110,REGINA - 11TH,0,2505 11TH. AVENUE,REGINA,SASKATCHEWAN,S4P 0K6,-6,50.45017,-104.61722,585,10/1/1986,6/16/2014
80111,REGINA - 1621 ALBERT,1,1621 ALBERT ST.,REGINA,SASKATCHEWAN,S4P 2S5,-6,50.4527,-104.616,585,1/15/2011,
80202,SASKATOON - CITY LIBRARY,0,4TH AVE. & 23RD ST.,SASKATOON,SASKATCHEWAN,,-6,52.12964,-106.65959,478,1/1/1974,3/29/1979
80209,SASKATOON - IDYLWYLD,0,IDYLWYLD DR. & 33RD ST.,SASKATOON,SASKATCHEWAN,,-6,52.14333,-106.66889,504,4/3/1979,11/2/1992
80211,SASKATOON - CORMAN PARK,1,511 1ST AVENUE NORTH,SASKATOON,SASKATCHEWAN,S7K 1X5,-6,52.13613,-106.66293,483,11/6/1992,
80301,MOOSEJAW - FAIRFORD,0,FAIRFORD ST. & 1ST AVE.,MOOSEJAW,SASKATCHEWAN,,-6,50.39444,-105.53833,581,1/1/1974,6/6/1983
80401,PRINCE ALBERT - 1ST,0,1257 - 1ST AVE. EAST,PRINCE ALBERT,SASKATCHEWAN,,-6,53.20306,-105.75278,455,5/21/1975,4/16/1995
80402,PRINCE ALBERT - 12TH,1,63 - 12TH STREET EAST,PRINCE ALBERT,SASKATCHEWAN,S6V 1C6,-6,53.201694,-105.75203,436,1/1/2005,
80501,ESTEVAN - 1,0,1 ST. & 14TH AVE.,ESTEVAN,SASKATCHEWAN,S4A 0M5,-6,49.14083,-103.00111,565,3/27/1984,4/9/1996
80502,ESTEVAN - 1a,1,528 1a STREET,ESTEVAN,SASKATCHEWAN,S4A 0C4,-6,49.13235,-102.98499,563,2/3/2017,
80601,LLOYDMINSTER - 44TH,0,44TH ST. & 48TH AVE.,LLOYDMINSTER,SASKATCHEWAN,,-7,53.27833,-110,646,1/1/1984,4/2/1996
80701,CORONACH,0,SE CORNER OF CORONACH,CORONACH,SASKATCHEWAN,,-6,49.11667,-105.51667,786,5/23/1991,3/29/1992
80801,PENSE,0,324 NORTH FRONT ST.,PENSE,SASKATCHEWAN,,-6,50.34861,-104.98333,581,5/7/1992,8/29/1993
80901,BRATT'S LAKE,1,RADIATION OBSERVATORY,BRATT'S LAKE,SASKATCHEWAN,,-6,50.20081,-104.71072,595,5/5/1998,
81001,SWIFT CURRENT,1,1200 BEGG ST. W,SWIFT CURRENT,SASKATCHEWAN,S9H 0G8,-6,50.285833,-107.81689,753,1/1/2009,
82001,PINEHOUSE LAKE,1,REMOTE STATION,PINEHOUSE LAKE,SASKATCHEWAN,,-6,55.50333,-106.72167,510,1/1/2016,
82002,BUFFALO NARROWS,1,BUFFALO NARROWS FOREST PROTECTION BASE,BUFFALO NARROWS,SASKATCHEWAN,S0M 0J0,-6,55.834566,-108.403332,425,1/1/2017,
82101,FLAT VALLEY,1,FLAT VALLEY,FLAT VALLEY,SASKATCHEWAN,S0M 1A0,-6,54.29489,-109.20947,506,2/11/2016,
90114,EDMONTON - 109TH ST. & 98TH AVE.,0,109TH ST. & 98TH AVENUE,EDMONTON,ALBERTA,T5K 0C8,-7,53.53555,-113.50896,666,1/1/1974,12/2/1976
90120,EDMONTON - SOUTH,0,6240 113 STREET,EDMONTON,ALBERTA,T6H 3L2,-7,53.50022,-113.526056,681,9/21/2005,12/31/2021
90121,EDMONTON - EAST,1,17 STREET & 105 AVENUE,EDMONTON,ALBERTA,T6P 1R2,-7,53.54823,-113.36811,670,1/1/1974,
90122,EDMONTON - NORTHWEST,0,13335 127 ST,EDMONTON,ALBERTA,T5L 1B5,-7,53.59472,-113.53889,678,1/1/1974,12/31/2010
90130,EDMONTON - CENTRAL,0,10255 - 104TH STREET,EDMONTON,ALBERTA,T5J 1B1,-7,53.54445,-113.49884,663,12/3/1976,12/31/2020
90131,SHERWOOD PARK - BROADMOOR BLVD.,0,BROADMOOR BLVD,SHERWOOD PARK,ALBERTA,,-7,53.53194,-113.32056,717,1/1/2001,2/29/2004
90132,EDMONTON - MCINTYRE,1,4946-89 STREET,EDMONTON,ALBERTA,T6E 5K1,-7,53.486,-113.4646,682,9/26/2006,
90133,EDMONTON - WOODCROFT,1,13915 115 AVENUE NW,EDMONTON,ALBERTA,T5M 4B6,-7,53.564411,-113.562583,670,1/1/2014,
90134,SHERWOOD PARK,1,OTTWELL HOUSE PARK,SHERWOOD PARK,ALBERTA,T8A 4G9,-7,53.532092,-113.320983,709,5/1/2015,
90135,ARDROSSAN,1,3 AVENUE,ARDROSSAN,ALBERTA,T8E 2A2,-7,53.554691,-113.144905,707,6/1/2015,
90136,ST. ALBERT,1,37 SUNSET BLVD,ST. ALBERT,ALBERTA,T8N 0N6,-7,53.626908,-113.611883,681,4/6/2016,
90140,EDMONTON - MCCAULEY,1,9619 - 105A AVENUE NW,EDMONTON,ALBERTA,T5H 2H6,-7,53.5495,-113.4859,1100,1/1/2020,
90141,EDMONTON-LENDRUM,1,11313 - 61 AVENUE NW,EDMONTON,ALBERTA,T6H 1J5,-7,53.4978,-113.527,671,12/1/2021,
90204,CALGARY - 316 7TH AVE.,0,316-7TH AVENUE,CALGARY,ALBERTA,,-7,51.045,-114.04861,1044,8/28/1984,4/27/1987
90218,CALGARY - EAST,0,49 AVENUE & 15TH STREET S.E.,CALGARY,ALBERTA,,-7,51.00943,-114.02542,1029,1/1/1974,4/28/2011
90219,CALGARY - 620 7TH AVE. S.W.,0,620-7TH AVENUE S.W.,CALGARY,ALBERTA,,-7,51.04694,-114.07472,1048,1/1/1974,4/30/1979
90220,CALGARY - 26 AVE. & 4 ST. N.W.,0,26 AVE. & 4 STREET N.W.,CALGARY,ALBERTA,,-7,51.07606,-114.07148,1090,1/1/1974,6/30/1974
90222,CALGARY - NORTHWEST,0,39 ST. & 29 AVE. N.W.,CALGARY,ALBERTA,T3B 2V3,-7,51.079222,-114.141828,1120,7/10/1974,5/29/2018
90227,CALGARY - CENTRAL ,0,611-4TH STREET S.W.,CALGARY,ALBERTA,,-7,51.04778,-114.07556,1044,5/1/1979,2/14/2008
90228,CALGARY - CENTRAL - 2,0,620 7TH ave SW,CALGARY,ALBERTA,T2P 0Y8,-7,51.04701,-114.07564,1050,1/1/2008,3/30/2015
90229,CALGARY - SOUTHEAST,1,4700 110 AVENUE SE,CALGARY,ALBERTA,T2C 2T7,-7,50.955122,-113.969742,1032,4/10/2014,
90230,CALGARY - CENTRAL - INGLEWOOD,1,2425 9th Ave SE,CALGARY,ALBERTA,T2G 0V7,-7,51.0309,-114.0091,1038,4/6/2015,
90235,CALGARY - VARSITY,1,3303 - 33 STREET NW,CALGARY,ALBERTA,T2L 2A7,-7,51.082655,-114.138827,1100,6/1/2018,
90250,AIRDRIE,1,CHINOOK WINDS PARK,AIRDRIE,ALBERTA,T0M 0E0,-7,51.26807778,-114.0377944,1090,4/1/2017,
90302,RED DEER - RIVERSIDE,1,73 STREET & RIVERSIDE DRIVE,RED DEER,ALBERTA,T4P 4C2,-7,52.29867,-113.79352,858,1/1/2000,
90304,RED DEER - LANCASTER,1,11 LANCASTER DRIVE,RED DEER,ALBERTA,T4R 2X1,-7,52.24095,-113.765439,907,1/1/2015,
90402,MEDICINE HAT - CRESCENT HEIGHTS,1,12TH ST NW & DIVISION AVE.,MEDICINE HAT,ALBERTA,T1A 6A4,-7,50.04893,-110.68116,709,1/1/2004,
90451,BROOKS - MEADOWPLACE,1,1601 2 AVE E,BROOKS,ALBERTA,T1R1B9,-7,50.558969,-111.863769,748.1,8/1/2024,
90502,LETHBRIDGE,1,28 STREET & 12 AVENUE N.,LETHBRIDGE,ALBERTA,T1H 5K9,-7,49.71621,-112.8006,918,10/1/2003,
90601,FORT SASKATCHEWAN,1,9209A-96 AVE,FORT SASKATCHEWAN,ALBERTA,T8L 1E7,-7,53.69874,-113.22285,628,7/1/1986,
90602,RANGE RD. 220,1,RGE RD 220 & RIVER ROAD,FORT SASKATCHEWAN,ALBERTA,T8L 4G1,-7,53.75236,-113.12589,625,1/1/2004,
90603,ROSS CREEK,1,100 AVE EAST OF 109ST.,FORT SASKATCHEWAN,ALBERTA,T8L 0A9,-7,53.71622,-113.19994,620,1/1/2004,
90604,SCOTFORD,0,RGE RD 214 TWP RD 560,FORT SASKATCHEWAN,ALBERTA,,-7,53.79142,-113.07867,648,1/1/2004,3/31/2014
90605,STATION 401,0,HWY 636 RGE RD 223,FORT SASKATCHEWAN,ALBERTA,,-7,53.7107,-113.16461,619,1/1/2004,3/30/2010
90606,BRUDERHEIM,0,,BRUDERHEIM,ALBERTA,,-7,53.7999878,-112.92781,632,4/7/2010,2/29/2016
90607,GIBBONS,1,behind 4807 50 Ave,GIBBONS,ALBERTA,T0A 1N0,-7,53.827241,-113.327174,673,2/3/2016,
90608,REDWATER,1,4704-49 ave,REDWATER,ALBERTA,T0A 2W0,-7,53.95183,-113.105857,627,10/18/2017,
90609,BRUDERHEIM - 1,1,5321 48 Street,BRUDERHEIM,ALBERTA,T0B 0S0,-7,53.805629,-112.925851,630,4/1/2016,
90701,FORT MCMURRAY - ATHABASCA VALLEY,1,MACDONALD DR.,FORT MCMURRAY,ALBERTA,T9H 4H1,-7,56.73341,-111.39047,260,7/1/1986,
90702,FORT MCMURRAY - PATRICIA MCINNES,1,TIMBERLEA SUBDIVISION,FORT MCMURRAY,ALBERTA,T9K 2H5,-7,56.75139,-111.47662,355,1/1/1999,
90703,MILLENNIUM MINE,0,,FORT MCMURRAY,ALBERTA,,-7,56.969267,-111.40065,340,1/1/2005,8/28/2015
90801,FORT MCKAY - BERTHA GANTER,1,MAIN STREET,FORT MCKAY,ALBERTA,,-7,57.18941,-111.6405,268,1/1/1991,
90802,LOWER CAMP,1,LOWER CAMP,FORT MCKAY,ALBERTA,,-7,57.02681,-111.5007,247,1/1/2004,
90803,MILDRED LAKE,0,SYNCRUDE AIRSTRIP,FORT MCKAY,ALBERTA,,-7,57.05,-111.56444,313,1/1/2001,12/31/2015
90804,MANNIX,1,MANNIX,FORT MCKAY,ALBERTA,,-7,56.96791,-111.4824,331,1/1/2001,
90805,BUFFALO VIEWPOINT,1,BUFFALO VIEWPOINT,FORT MCKAY,ALBERTA,,-7,56.99647,-111.59295,336,1/1/2001,
90806,FORT MCKAY - SOUTH,1,4-13-094-11 W4,FORT MCKAY,ALBERTA,,-7,57.1492,-111.6424,342,1/1/2004,
90807,WAPASU CREEK,1,LOCATED OUSTIDE APPROVAL BOUNDARIES AT PTI CAMP,WAPASU,ALBERTA,T9H,-7,57.26176,-111.037,429,1/1/2015,
90808,STONY MOUNTAIN,1,1-33-076-08 W4,CONKLIN,ALBERTA,,-7,55.621408,-111.17269,673,4/1/2016,
90809,CONKLIN,1,FATHER MERCREDIS TRAIL,CONKLIN,ALBERTA,,-7,55.632331,-111.078872,562,1/1/2022,
90901,ROYAL PARK,0,ROYAL PARK,VEGREVILLE,ALBERTA,,-7,53.57528,-112.19389,656,4/1/1993,12/31/2014
91001,ESTHER,0,ESTHER,ESTHER,ALBERTA,T0J 1H0,-7,51.66975,-110.20653,707,7/11/1994,11/4/2015
91101,ELK ISLAND,1,NATIONAL PARK,ELK ISLAND,ALBERTA,T8L 4B6,-7,53.68238,-112.86812,714,2/1/2002,
91201,HIGHTOWER RIDGE,0,SE 11 54 2 W6,HIGHTOWER RIDGE,ALBERTA,,-7,53.64675,-118.17837,1500,1/1/1997,7/10/2012
91301,TOMAHAWK,0,SE 2 51 6 W5,TOMAHAWK,ALBERTA,,-7,53.37255,-114.76835,789,1/29/1997,9/30/2022
91401,VIOLET GROVE,0,SE 17 48 08 W5,VIOLET GROVE,ALBERTA,T0E,-7,53.14222,-115.13806,1000,1/1/1997,8/24/2021
91501,BEAVERLODGE,1,BEAVERLODGE RESEARCH FARM,BEAVERLODGE,ALBERTA,T0H 0C0,-7,55.19634,-119.39682,762,1/1/1998,
91601,CARROT CREEK,1,SE 31 53 13 W5,CARROT CREEK,ALBERTA,T0E 0G0,-7,53.621062,-115.869155,800,5/1/1998,
91701,STEEPER,1,NE 12 48 22 W5,STEEPER,ALBERTA,,-7,53.1325,-117.09111,1400,1/1/1998,
91801,FORT CHIPEWYAN,1,FORT CHIPEWYAN,FORT CHIPEWYAN,ALBERTA,T0P 1P0,-7,58.70879,-111.17683,238,1/1/1999,
91901,CAROLINE,1,16-30-034-5 W5,CAROLINE,ALBERTA,T0M 1C0,-7,51.94687,-114.69744,1140,8/5/2000,
92001,GRANDE PRAIRIE - HENRY PIRKER,1,10327 - 107 AVENUE,GRANDE PRAIRIE,ALBERTA,T8V 1M4,-7,55.1766,-118.8078,658,2/1/2004,
92101,ALBIAN MINE SITE,0,,BITUMOUNT,ALBERTA,,-7,57.2808,-111.5257,291,1/1/2004,12/31/2012
92102,MUSKEG RIVER,0,,BITUMOUNT,ALBERTA,,-7,57.24933,-111.5085,291,1/1/2010,12/31/2015
92201,LAMONT COUNTY,0,RGE RD 203 & TWP RD 550,LAMONT,ALBERTA,T0B 2R0,-7,53.76036,-112.88017,767,1/1/2004,10/31/2022
92202,LAMONT,1,4848 49 street (behind),LAMONT,ALBERTA,T0B 2R0,-7,53.75733,-112.778,652,11/8/2022,
92301,REDWATER - INDUSTRIAL,0,"HWY 643, SOUTH of TWP RD 564",REDWATER,ALBERTA,T0A 2W0,-7,53.84369,-113.09922,631,1/1/2004,12/31/2016
92401,ACME - GRAINGER,0,RANGE ROAD 244,GRAINGER,ALBERTA,T0M 0L0,-7,51.48377,-113.33185,844,6/9/2005,12/31/2005
92601,BRETON,1,Hwy 20,BRETON,ALBERTA,T0C 0P0,-7,53.0903,-114.46061,900,4/1/2005,
92801,DRAYTON VALLEY,1,48 AVE,DRAYTON VALLEY,ALBERTA,T7A 1J7,-7,53.220024,-114.984207,858,2/2/2005,
92901,EDSON,1,7 AVE,EDSON,ALBERTA,T7E 1B5,-7,53.593771,-116.395822,894,1/1/2005,
93001,EVERGREEN PARK,0,,GRANDE PRAIRIE,ALBERTA,,-7,55.1172,-118.7647,645,3/1/2005,10/31/2021
93005,DUNES,1,705032 Range Rd 60,GRANDE PRAIRIE,ALBERTA,T8V 3A1,-7,55.10224,-118.77256,660,1/1/2022,
93101,GENESEE,1,RANGE ROAD 15,GENESEE,ALBERTA,T0C 2M0,-7,53.3016,-114.2211,772,1/1/2005,
93202,HINTON - DRINNAN,1,PRIVATE ROAD,HINTON,ALBERTA,T7V 2G3,-7,53.427301,-117.544067,1215,1/1/2005,
93205,HINTON - HILLCREST,1,134 SEABOLT DRIVE,HINTON,ALBERTA,T7V1K2,-7,53.392757,-117.584645,1076,9/1/2022,
93301,JAMES RIVER - EAST,0,RANGE ROAD 33,CREMONA,ALBERTA,T0M 0R0,-7,51.5437,-114.361,1045,1/6/2005,12/31/2014
93401,LACOMBE,0,,BEISEKER,ALBERTA,T0M 0G0,-7,51.2853,-113.4376,850,10/6/2005,1/10/2006
93501,LIBERTY PARK,0,,PINE LAKE,ALBERTA,,-7,52.1249,-113.4921,884,2/3/2005,12/31/2014
93601,LIMESTONE MOUNTAIN - RAVEN,0,,ROCKY MOUNTAIN,ALBERTA,,-7,51.93045,-115.42796,2106,4/7/2005,7/18/2005
93701,MALMO,0,TOWNSHIP ROAD 402,MIRROR,ALBERTA,T0B 3C0,-7,52.4302,-113.1045,823,3/10/2005,11/8/2005
93801,MEADOWS,1,RANGE ROAD 34,WARBUG,ALBERTA,T0C 2T0,-7,53.53,-114.6361,753,1/1/2005,
93901,POWER,1,RANGE ROAD 35,THORSBY,ALBERTA,T0E 0A0,-7,53.633,-114.4199,774,1/1/2005,
94001,SMOKY HEIGHTS,1,GOODWIN ROAD,DEBOLT,ALBERTA,T0H 1B0,-7,55.402658,-118.280945,638,4/1/2005,
94101,SUNDRE TOWNSITE,0,RANGE ROAD 34,MADDEN,ALBERTA,T0M 1L0,-7,51.4845,-114.3752,1085,1/1/2005,1/13/2005
94201,WAGNER,0,RANGE ROAD 24,SUNNYBROOK,ALBERTA,T0C 2M0,-7,53.3845,-114.4086,750,1/1/2005,1/19/2009
94202,WAGNER - 2,1,TOWNSHIP ROAD 514 & RANGE ROAD 33A,SUNNYBROOK,ALBERTA,T0E 2H0,-7,53.4243,-114.3749,684,1/1/2010,
94301,COLD LAKE - SOUTH,1,15 AVE,COLD LAKE,ALBERTA,T9M 1T6,-7,54.41401389,-110.2329389,556,1/1/2007,
94401,ST. LINA,1,NORTH OF TOWNSHIP ROAD 604 ON AB-867,ST LINA,ALBERTA,T0A 2Z0,-7,54.2165,-111.5026,679,1/1/2010,
94500,JOUSSARD,1,,JOUSSARD,ALBERTA,T0G 0V0,-7,55.34625,-115.89975,670,5/29/2018,
94601,ANZAC,1,264 STONY MOUNTAIN RD.,ANZAC,ALBERTA,T0P 1J0,-7,56.44928,-111.03722,497,1/23/2006,
94701,JANVIER,1,TEED AVENUE AND NOKOHOO ROAD,JANVIER,ALBERTA,,-7,55.903242,-110.749744,471,1/1/2022,
100103,NEW WESTMINSTER,1,SHERBROOKE AND COLUMBIAN STREETS,METRO VANCOUVER - NEW WESTMINSTER,BRITISH COLUMBIA,V3L 3L5,-8,49.227045,-122.894487,45,11/1/2015,
100105,VANCOUVER - 739 WEST HASTINGS ST.,0,739 WEST HASTINGS STREET,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,,-8,49.28557,-123.11412,34,1/1/1974,1/31/1975
100106,VANCOUVER - 2294 WEST 10TH AVE.,0,2294 WEST 10TH AVENUE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,V6K 2H8,-8,49.2625,-123.15611,45,1/1/1974,1/22/1986
100108,VANCOUVER - MARPOLE,0,250 WEST 70TH AVENUE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,V5X 2X1,-8,49.20972,-123.11389,7,1/1/1974,5/6/1993
100109,VANCOUVER - BC HYDRO,0,HORNBY/SMYTHE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,,-8,49.28111,-123.12361,41,2/1/1975,3/31/1980
100110,BURNABY - KENSINGTON PARK,1,700 HAMMARSKJOLD DRIVE,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,V5B 3Z9,-8,49.279214,-122.970707,104,3/1/1975,
100111,PORT MOODY - ROCKY POINT PARK,1,MOODY STREET & ESPLANADE AVENUE,METRO VANCOUVER - PORT MOODY,BRITISH COLUMBIA,V3H 3R5,-8,49.280893,-122.849291,6,5/25/1977,
100112,VANCOUVER - DOWNTOWN,1,ROBSON/HORNBY,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,V6Z 2C5,-8,49.282272,-123.12188,32,3/25/1980,
100118,VANCOUVER - KITSILANO,0,2550 WEST 10TH AVENUE,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,V6K 2J6,-8,49.261672,-123.163472,34,11/18/1986,5/21/2014
100119,BURNABY - SOUTH,1,5455 RUMBLE STREET,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,V5J 2B7,-8,49.21519,-122.985666,122,1/1/1995,
100120,BURNABY - CONFEDERATION PARK,0,PANDORA & ALPHA ST. BURNABY,METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,,-8,49.28333,-122.99778,80,5/1/1982,8/31/1999
100121,NORTH VANCOUVER - SECOND NARROWS,1,75 RIVERSIDE DR.,METRO VANCOUVER - NORTH VANCOUVER,BRITISH COLUMBIA,V7H 1T5,-8,49.301472,-123.020417,4,5/1/1982,
100122,PORT MOODY - ANMORE,0,ELEMENTARY ROAD ANMORE,METRO VANCOUVER - PORT MOODY,BRITISH COLUMBIA,,-8,49.31111,-122.85833,153,5/1/1982,1/6/1998
100123,WEST VANCOUVER - LIONS GATE,0,WEST END WELSH ROAD  WEST VAN.,METRO VANCOUVER - VANCOUVER,BRITISH COLUMBIA,,-8,49.31806,-123.13472,4,5/1/1982,9/30/1993
100124,PORT MOODY - EAGLE RIDGE,0,475 GUILDFORD WAY PORT MOODY,METRO VANCOUVER - PORT MOODY,BRITISH COLUMBIA,V3H 3W9,-8,49.28472,-122.82389,36,5/1/1982,8/18/1999
100125,DELTA - NORTH,1,8544 116TH St.,METRO VANCOUVER - DELTA,BRITISH COLUMBIA,V4C 5V6,-8,49.158348,-122.90173,113,4/1/1984,
100126,BURNABY - BURNABY MOUNTAIN,1,"SFU, University Dr. W.",METRO VANCOUVER - BURNABY,BRITISH COLUMBIA,V5A 1S6,-8,49.279809,-122.922267,360,6/1/1984,
100127,SURREY - EAST,1,72ND AVE. and 190 St.,METRO VANCOUVER - SURREY,BRITISH COLUMBIA,V4N 5Z8,-8,49.132928,-122.694224,79,12/22/1983,
